name,level,school,casting_time,range,components,duration,description
Lightning Bolt,3rd,Evocation,1 Action,Self,"V, S, M",Instantaneous,"DEX Save Lightning 3rd 1 Action Self (100 ft. ) V, S, M * Instantaneous Evocation DEX Save Lightning A stroke of lightning forming a 100-foot-long, 5-foot-wide Line blasts out from you in a direction you choose. Each creature in the Line makes a Dexterity saving throw, taking 8d6 Lightning damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3. * - (a bit of fur and a crystal rod)"
Locate Animals or Plants,2nd,Ritual,"Divination • V, S, M",Instantaneous,,1 Action,"Detection 2nd 1 Action Ritual Self V, S, M * Instantaneous Divination None Detection Describe or name a specific kind of Beast, Plant creature, or nonmagical plant. You learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present. * - (fur from a bloodhound)"
Locate Creature,4th,Concentration,"Divination • V, S, M",1 Hour,,1 Action,"Detection 4th 1 Action Self V, S, M * Concentration 1 Hour Divination None Detection Describe or name a creature that is familiar to you. You sense the direction to the creature’s location if that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement. The spell can locate a specific creature known to you or the nearest creature of a specific kind (such as a human or a unicorn) if you have seen such a creature up close—within 30 feet—at least once. If the creature you described or named is in a different form, such as under the effects of a Flesh to Stone or Polymorph spell, this spell doesn’t locate the creature. This spell can’t locate a creature if any thickness of lead blocks a direct path between you and the creature. * - (fur from a bloodhound)"
Locate Object,2nd,Concentration,"Divination • V, S, M",10 Minutes,,1 Action,"Detection 2nd 1 Action Self V, S, M * Concentration 10 Minutes Divination None Detection Describe or name an object that is familiar to you. You sense the direction to the object’s location if that object is within 1,000 feet of you. If the object is in motion, you know the direction of its movement. The spell can locate a specific object known to you if you have seen it up close—within 30 feet—at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon. This spell can’t locate an object if any thickness of lead blocks a direct path between you and the object. * - (a forked twig)"
Longstrider,1st,Transmutation,1 Action,Touch,"V, S, M",1 Hour,"1st 1 Action Touch V, S, M * 1 Hour Transmutation None Buff (...) You touch a creature. The target’s Speed increases by 10 feet until the spell ends. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1. * - (a pinch of dirt)"
Mage Armor,1st,Abjuration,1 Action,Touch,"V, S, M",8 Hours,"1st 1 Action Touch V, S, M * 8 Hours Abjuration None Buff (...) You touch a willing creature who isn’t wearing armor. Until the spell ends, the target’s base AC becomes 13 plus its Dexterity modifier. The spell ends early if the target dons armor. * - (a piece of cured leather)"
Mage Hand,Cantrip,Conjuration,1 Action,30 ft.,"V, S",1 Minute,"Cantrip 1 Action 30 ft. V, S 1 Minute Conjuration None Utility A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again. When you cast the spell, you can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial. As a Magic action on your later turns, you can control the hand thus again. As part of that action, you can move the hand up to 30 feet. The hand can’t attack, activate magic items, or carry more than 10 pounds."
Magic Circle,3rd,Abjuration,1 Minute,10 ft.,"V, S, M",1 Hour,"CHA Save 3rd 1 Minute 10 ft. (10 ft.  *) V, S, M * 1 Hour Abjuration CHA Save You create a 10-foot-radius, 20-foot-tall Cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the Cylinder intersects with the floor or other surface. Choose one or more of the following types of creatures: Celestials, Elementals, Fey, Fiends, or Undead. The circle affects a creature of the chosen type in the following ways: The creature can’t willingly enter the Cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw. The creature has Disadvantage on attack rolls against targets within the Cylinder. Targets within the Cylinder can’t be possessed by or gain the Charmed or Frightened condition from the creature. Each time you cast this spell, you can cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the Cylinder and protecting targets outside it. Using a Higher-Level Spell Slot. The duration increases by 1 hour for each spell slot level above 3. * - (salt and powdered silver worth 100+ GP, which the spell consumes)"
Magic Jar,6th,Necromancy,1 Minute,Self,"V, S, M",Until Dispelled,"Control 6th 1 Minute Self V, S, M * Until Dispelled Necromancy CHA Save Control Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell’s Material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container’s space. You can’t move or take Reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a Humanoid’s body. You can attempt to possess any Humanoid within 100 feet of you that you can see (creatures warded by a Protection from Evil and Good or Magic Circle spell can’t be possessed). The target makes a Charisma saving throw. On a failed save, your soul enters the target’s body, and the target’s soul becomes trapped in the container. On a successful save, the target resists your efforts to possess it, and you can’t attempt to possess it again for 24 hours. Once you possess a creature’s body, you control it. Your Hit Points, Hit Point Dice, Strength, Dexterity, Constitution, Speed, and senses are replaced by the creature’s. You otherwise keep your game statistics. Meanwhile, the possessed creature’s soul can perceive from the container using its own senses, but it can’t move and it is Incapacitated. While possessing a body, you can take a Magic action to return from the host body to the container if it is within 100 feet of you, returning the host creature’s soul to its body. If the host body dies while you’re in it, the creature dies, and you make a Charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die. If the container is destroyed or the spell ends, your soul returns to your body. If your body is more than 100 feet away from you or if your body is dead, you die. If another creature’s soul is in the container when it is destroyed, the creature’s soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies. When the spell ends, the container is destroyed. * - (a gem, crystal, or reliquary worth 500+ GP)"
Magic Missile,1st,Evocation,1 Action,120 ft.,"V, S",Instantaneous,"1st 1 Action 120 ft. V, S Instantaneous Evocation None Force You create three glowing darts of magical force. Each dart strikes a creature of your choice that you can see within range. A dart deals 1d4 + 1 Force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several. Using a Higher-Level Spell Slot. The spell creates one more dart for each spell slot level above 1."
Magic Mouth,2nd,Ritual,"Illusion • V, S, M",Until Dispelled,,1 Minute,"Communication 2nd 1 Minute Ritual 30 ft. V, S, M * Until Dispelled Illusion None Communication You implant a message within an object in range—a message that is uttered when a trigger condition is met. Choose an object that you can see and that isn’t being worn or carried by another creature. Then speak the message, which must be 25 words or fewer, though it can be delivered over as long as 10 minutes. Finally, determine the circumstance that will trigger the spell to deliver your message. When that trigger occurs, a magical mouth appears on the object and recites the message in your voice and at the same volume you spoke. If the object you chose has a mouth or something that looks like a mouth (for example, the mouth of a statue), the magical mouth appears there, so the words appear to come from the object’s mouth. When you cast this spell, you can have the spell end after it delivers its message, or it can remain and repeat its message whenever the trigger occurs. The trigger can be as general or as detailed as you like, though it must be based on visual or audible conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature moves within 30 feet of the object or when a silver bell rings within 30 feet of it. * - (jade dust worth 10+ GP, which the spell consumes)"
