name,level,school,casting_time,range,components,duration,description
Magic Missile,1st,Evocation,Action,120 feet,"V, S",Instantaneous,"You cr eate thr ee glowing dar ts of magical for ce. Each dar t strik es a creature of your choice that you can see within range. A dar t deals 1d4 + 1 F orce damage to its tar get. The dar ts all strik e simultaneously , and you can dir ect them to hit one creature or se veral. Using a Higher-Le vel Spell Slot. The spell creates one more dar t for each spell slot le vel abo ve 1."
Magic Mouth,2nd,Illusion,1 minute or Ritual,30 feet,"V, S, M (jade dust wor th 10+ GP , which the spell consumes)",Until dispelled,"You implant a message within an object in range—a message that is utter ed when a trigger condition is met. Choose an object that you can see and that isn ’t being worn or carried by another creature. Then speak the message, which must be 25 wor ds or f ewer , though it can be deliv ered over as long as 10 minutes. Finally , determine the cir cumstance that will trigger the spell to deliv er your message. When that trigger occurs, a magical mouth appears on the object and r ecites the message in your v oice and at the same volume you spok e. If the object you chose has a mouth or something that looks lik e a mouth (for example, the mouth of a statue), the magical mouth appears there, so the wor ds appear to come from the object’ s mouth. When you cast this spell, you can have the spell end after it deliv ers its message, or it can r emain and r epeat its message whene ver the trigger occurs. The trigger can be as gener al or as detailed as you lik e, though it must be based on visual or audible conditions that occur within 30 feet of the object. for example, you could instruct the mouth to speak when any creature mo ves within 30 feet of the object or when a silv er bell rings within 30 feet of it."
Magic Weapon,2nd,Transmutation,Bonus Action,Touch,"V, S",1 hour,"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls. The spell ends early if you cast it again. Using a Higher-Le vel Spell Slot. The bonus incr eases to +2 with a le vel 3–5 spell slot. The bonus incr eases to +3 with a level 6+ spell slot."
Major Image,3rd,Illusion,Action,120 feet,"V, S, M (a bit of fleece)","Concentration , up to 10 minutes","You cr eate the image of an object, a creature, or some other visible phenomenon that is no lar ger than a 20-foot Cube . The image appears at a spot that you can see within range and lasts for the dur ation. It seems r eal, including sounds, smells, and temper ature appr opriate to the thing depicted, but it can ’t deal damage or cause conditions. If you are within range of the illusion, you can take a Magic action to cause the image to mo ve to any other spot within range. As the image changes location, you can alter its appear ance so that its mo vements appear natur al for the image. For example, if you cr eate an image of a creature and mo ve it, you can alter the image so that it appears to be walking. Similarly , you can cause the illusion to make diff erent sounds at diff erent times, e ven making it carr y on a conv ersation, for example. Physical inter action with the image r eveals it to be an illusion, for things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell sa ve DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensor y qualities become faint to the creature. Using a Higher-Le vel Spell Slot. The spell lasts until dispelled, without r equiring Concentration , if cast with a le vel 4+ spell slot."
Mass Cure Wounds,5th,Abjuration,Action,60 feet,"V, S",Instantaneous,A wa ve of healing energy washes out from a point you can see within range. Choose up to six creatures in a 30-foot- radius Sphere center ed on that point. Each tar get r egains Hit Points equal to 5d8 plus your spellcasting ability modifier . Using a Higher-Le vel Spell Slot. The healing incr eases by 1d8 for each spell slot le vel abo ve 5.
Mass Heal,9th,Abjuration,Action,60 feet,"V, S",Instantaneous,"A flood of healing energy flows from you into creatures ar ound you. you restore up to 700 Hit Points, divided as you choose among any number of creatures that you can see within range. creatures healed by this spell also have the Blinded , Deaf ened , and Poisoned conditions r emo ved from them."
Mass Healing Word,3rd,Abjuration,Bonus Action,60 feet,V,Instantaneous,Up to six creatures of your choice that you can see within range r egain Hit Points equal to 2d4 plus your spellcasting ability modifier . Using a Higher-Le vel Spell Slot. The healing incr eases by 1d4 for each spell slot le vel abo ve 3.
Mass Suggestion,6th,Enchantment,Action,60 feet,"V, M (a snak e’s tongue)",24 hours,"You suggest a course of activity—described in no more than 25 wor ds—to twelv e or f ewer creatures you can see within range that can hear and understand you. The suggestion must sound achie vable and not inv olve anything that would obviously deal damage to any of the targets or their allies. for example, you could sa y, “Walk to the village down that road, and help the villagers there har vest cr ops until sunset. ” Or you could sa y, “Now is not the time for violence. Dr op your weapons, and dance! St op in an hour .” Each tar get must succeed on a Wisdom sa ving throw or have the Charmed condition for the dur ation or until you or your allies deal damage to the target. Each Charmed target pursues the suggestion to the best of its ability . The suggested activity can continue for the entir e dur ation, but if the suggested activity can be completed in a shor ter time, the spell ends for a target upon completing it. Using a Higher-Le vel Spell Slot. The dur ation is longer with a spell slot of le vel 7 (10 da ys), 8 (30 da ys), or 9 (366 da ys)."
Maze,8th,Conjuration,Action,60 feet,"V, S","Concentration , up to 10 minutes","You banish a creature that you can see within range into a lab yrinthine demiplane. The tar get r emains there for the duration or until it escapes the maz e. The tar get can take a Study action to try to escape. When it does so, it mak es a DC 20 Intelligence ( Investigation ) check. If it succeeds, it escapes, and the spell ends. When the spell ends, the target r eappears in the space it left or , if that space is occupied, in the near est unoccupied space."
Meld into Stone,3rd,Transmutation,Action or Ritual,Touch,"V, S",8 hours,"You step into a st one object or sur face lar ge enough to fully contain your body , mer ging y ourself and your equipment with the st one for the dur ation. you must t ouch the st one to do so. Nothing of your pr esence r emains visible or other wise detectable by nonmagical senses. While mer ged with the st one, you can ’t see what occurs outside it, and any Wisdom ( Perception ) checks you make to hear sounds outside it are made with Disadvantage . You remain awar e of the passage of time and can cast spells on yourself while mer ged in the st one. you can use 5 feet of movement to lea ve the st one wher e you enter ed it, which ends the spell. you other wise can ’t mo ve. Minor physical damage to the st one doesn ’t harm you, but its par tial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 F orce damage to you. The st one’s complete destruction (or transmutation into a diff erent substance) expels you and deals 50 F orce damage to you. If expelled, you mo ve into an unoccupied space closest to wher e you first enter ed and have the Prone condition."
Melf's Acid Arrow,2nd,Evocation,Action,90 feet,"V, S, M (powder ed rhubarb leaf )",Instantaneous,"A shimmering gr een arr ow str eaks toward a target within range and bursts in a spr ay of acid. Make a ranged spell attack against the target. On a hit, the target takes 4d4 Acid damage and 2d4 Acid damage at the end of its next turn. On a miss, the arr ow splashes the target with acid for half as much of the initial damage only . Using a Higher-Le vel Spell Slot. The damage (both initial and later) incr eases by 1d4 for each spell slot le vel abo ve 2."
